@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
431,'2024/04/16 10:32:42:338',3,0.178125,0.467593,1
432,'2024/04/16 10:32:42:338',3,0.235417,0.467593,1
433,'2024/04/16 10:32:42:358',3,0.235417,0.462037,1
434,'2024/04/16 10:32:42:358',3,0.254167,0.462037,1
435,'2024/04/16 10:32:42:378',3,0.254167,0.408333,1
436,'2024/04/16 10:32:42:378',3,0.301042,0.408333,1
437,'2024/04/16 10:32:42:398',3,0.301042,0.374074,1
438,'2024/04/16 10:32:42:398',3,0.31875,0.374074,1
439,'2024/04/16 10:32:42:418',3,0.31875,0.326852,1
440,'2024/04/16 10:32:42:418',3,0.328125,0.326852,1
441,'2024/04/16 10:32:42:438',3,0.328125,0.287963,1
442,'2024/04/16 10:32:42:438',3,0.328125,0.287963,1
443,'2024/04/16 10:32:42:459',3,0.328125,0.238889,1
444,'2024/04/16 10:32:42:459',3,0.310417,0.238889,1
445,'2024/04/16 10:32:42:478',3,0.310417,0.191667,1
446,'2024/04/16 10:32:42:478',3,0.279167,0.191667,1
447,'2024/04/16 10:32:42:498',3,0.279167,0.167593,1
448,'2024/04/16 10:32:42:498',3,0.25625,0.167593,1
449,'2024/04/16 10:32:42:518',3,0.25625,0.15463,1
450,'2024/04/16 10:32:42:518',3,0.239063,0.15463,1
451,'2024/04/16 10:32:42:538',3,0.239063,0.149074,1
452,'2024/04/16 10:32:42:538',3,0.210938,0.149074,1
453,'2024/04/16 10:32:42:558',3,0.210938,0.169444,1
454,'2024/04/16 10:32:42:559',3,0.185417,0.169444,1
455,'2024/04/16 10:32:42:578',3,0.185417,0.221296,1
456,'2024/04/16 10:32:42:578',3,0.169792,0.221296,1
457,'2024/04/16 10:32:42:598',3,0.169792,0.313889,1
458,'2024/04/16 10:32:42:598',3,0.1625,0.313889,1
459,'2024/04/16 10:32:42:618',3,0.1625,0.390741,1
460,'2024/04/16 10:32:42:618',3,0.1625,0.390741,1
461,'2024/04/16 10:32:42:638',3,0.1625,0.474074,1
462,'2024/04/16 10:32:42:638',3,0.183333,0.474074,1
463,'2024/04/16 10:32:42:658',3,0.183333,0.49537,1
464,'2024/04/16 10:32:42:658',3,0.202604,0.49537,1
465,'2024/04/16 10:32:42:678',3,0.202604,0.486111,1
466,'2024/04/16 10:32:42:678',3,0.258333,0.486111,1
467,'2024/04/16 10:32:42:698',3,0.258333,0.455556,1
468,'2024/04/16 10:32:42:698',3,0.282292,0.455556,1
469,'2024/04/16 10:32:42:718',3,0.282292,0.410185,1
470,'2024/04/16 10:32:42:718',3,0.305208,0.410185,1
471,'2024/04/16 10:32:42:738',3,0.305208,0.357407,1
472,'2024/04/16 10:32:42:738',3,0.31875,0.357407,1
473,'2024/04/16 10:32:42:758',3,0.31875,0.302778,1
474,'2024/04/16 10:32:42:758',3,0.320313,0.302778,1
475,'2024/04/16 10:32:42:778',3,0.320313,0.259259,1
476,'2024/04/16 10:32:42:778',3,0.309896,0.259259,1
477,'2024/04/16 10:32:42:798',3,0.309896,0.227778,1
478,'2024/04/16 10:32:42:798',3,0.291667,0.227778,1
479,'2024/04/16 10:32:42:818',3,0.291667,0.211111,1
480,'2024/04/16 10:32:42:818',3,0.275521,0.211111,1
481,'2024/04/16 10:32:42:838',3,0.275521,0.201852,1
482,'2024/04/16 10:32:42:838',3,0.25,0.201852,1
483,'2024/04/16 10:32:42:858',3,0.25,0.201852,1
484,'2024/04/16 10:32:42:858',3,0.232812,0.201852,1
485,'2024/04/16 10:32:42:878',3,0.232812,0.230556,1
486,'2024/04/16 10:32:42:878',3,0.20625,0.230556,1
487,'2024/04/16 10:32:42:898',3,0.20625,0.262037,1
488,'2024/04/16 10:32:42:898',3,0.195313,0.262037,1
489,'2024/04/16 10:32:42:918',3,0.195313,0.303704,1
490,'2024/04/16 10:32:42:918',3,0.191667,0.303704,1
491,'2024/04/16 10:32:42:938',3,0.191667,0.37037,1
492,'2024/04/16 10:32:42:938',3,0.198958,0.37037,1
493,'2024/04/16 10:32:42:958',3,0.198958,0.424074,1
494,'2024/04/16 10:32:42:958',3,0.226563,0.424074,1
495,'2024/04/16 10:32:42:978',3,0.226563,0.443519,1
496,'2024/04/16 10:32:42:978',3,0.249479,0.443519,1
497,'2024/04/16 10:32:42:998',3,0.249479,0.444444,1
498,'2024/04/16 10:32:42:998',3,0.285937,0.444444,1
499,'2024/04/16 10:32:43:018',3,0.285937,0.423148,1
500,'2024/04/16 10:32:43:018',3,0.309375,0.423148,1
501,'2024/04/16 10:32:43:038',3,0.309375,0.385185,1
502,'2024/04/16 10:32:43:038',3,0.324479,0.385185,1
503,'2024/04/16 10:32:43:058',3,0.324479,0.352778,1
504,'2024/04/16 10:32:43:058',3,0.328646,0.352778,1
505,'2024/04/16 10:32:43:078',3,0.328646,0.285185,1
506,'2024/04/16 10:32:43:078',3,0.322396,0.285185,1
507,'2024/04/16 10:32:43:098',3,0.322396,0.259259,1
508,'2024/04/16 10:32:43:098',3,0.311458,0.259259,1
509,'2024/04/16 10:32:43:118',3,0.311458,0.225926,1
510,'2024/04/16 10:32:43:118',3,0.288021,0.225926,1
511,'2024/04/16 10:32:43:138',3,0.288021,0.214815,1
512,'2024/04/16 10:32:43:138',3,0.272917,0.214815,1
513,'2024/04/16 10:32:43:158',3,0.272917,0.212037,1
514,'2024/04/16 10:32:43:158',3,0.250521,0.212037,1
515,'2024/04/16 10:32:43:178',3,0.250521,0.217593,1
516,'2024/04/16 10:32:43:178',3,0.236979,0.217593,1
517,'2024/04/16 10:32:43:198',3,0.236979,0.256481,1
518,'2024/04/16 10:32:43:198',3,0.210417,0.256481,1
519,'2024/04/16 10:32:43:218',3,0.210417,0.29537,1
520,'2024/04/16 10:32:43:218',3,0.196354,0.29537,1
521,'2024/04/16 10:32:43:238',3,0.196354,0.352778,1
522,'2024/04/16 10:32:43:238',3,0.182292,0.352778,1
523,'2024/04/16 10:32:43:258',3,0.182292,0.377778,1
524,'2024/04/16 10:32:43:258',3,0.178125,0.377778,1
525,'2024/04/16 10:32:43:278',3,0.178125,0.412037,1
526,'2024/04/16 10:32:43:278',3,0.176042,0.412037,1
527,'2024/04/16 10:32:43:298',3,0.176042,0.421296,1
528,'2024/04/16 10:32:43:298',3,0.190104,0.421296,1
529,'2024/04/16 10:32:43:318',3,0.190104,0.418519,1
530,'2024/04/16 10:32:43:318',3,0.210938,0.418519,1
531,'2024/04/16 10:32:43:338',3,0.210938,0.376852,1
532,'2024/04/16 10:32:43:338',3,0.253125,0.376852,1
533,'2024/04/16 10:32:43:358',3,0.253125,0.330556,1
534,'2024/04/16 10:32:43:358',3,0.275521,0.330556,1
535,'2024/04/16 10:32:43:378',3,0.275521,0.274074,1
536,'2024/04/16 10:32:43:378',3,0.288542,0.274074,1
537,'2024/04/16 10:32:43:398',3,0.288542,0.241667,1
538,'2024/04/16 10:32:43:398',3,0.289583,0.241667,1
539,'2024/04/16 10:32:43:418',3,0.289583,0.218519,1
540,'2024/04/16 10:32:43:418',3,0.284375,0.218519,1
541,'2024/04/16 10:32:43:438',3,0.284375,0.198148,1
542,'2024/04/16 10:32:43:438',3,0.2625,0.198148,1
543,'2024/04/16 10:32:43:458',3,0.2625,0.196296,1
544,'2024/04/16 10:32:43:458',3,0.225521,0.196296,1
545,'2024/04/16 10:32:43:478',3,0.225521,0.217593,1
546,'2024/04/16 10:32:43:478',3,0.202083,0.217593,1
547,'2024/04/16 10:32:43:498',3,0.202083,0.278704,1
548,'2024/04/16 10:32:43:498',3,0.169792,0.278704,1
549,'2024/04/16 10:32:43:518',3,0.169792,0.332407,1
550,'2024/04/16 10:32:43:518',3,0.155208,0.332407,1
551,'2024/04/16 10:32:43:538',3,0.155208,0.382407,1
552,'2024/04/16 10:32:43:538',3,0.15,0.382407,1
553,'2024/04/16 10:32:43:559',3,0.15,0.398148,1
554,'2024/04/16 10:32:43:559',3,0.15,0.398148,1
555,'2024/04/16 10:32:43:578',3,0.15,0.398148,1
556,'2024/04/16 10:32:43:578',3,0.15,0.398148,1
557,'2024/04/16 10:32:43:758',3,0.15,0.402778,1
558,'2024/04/16 10:32:43:758',3,0.15,0.402778,1
559,'2024/04/16 10:32:43:778',3,0.15,0.422222,1
560,'2024/04/16 10:32:43:778',3,0.151562,0.422222,1
561,'2024/04/16 10:32:43:798',3,0.151562,0.444444,1
562,'2024/04/16 10:32:43:798',3,0.152083,0.444444,1
563,'2024/04/16 10:32:43:818',3,0.152083,0.497222,1
564,'2024/04/16 10:32:43:818',3,0.153125,0.497222,1
565,'2024/04/16 10:32:43:838',3,0.153125,0.558333,1
566,'2024/04/16 10:32:43:838',3,0.154687,0.558333,1
567,'2024/04/16 10:32:43:858',3,0.154687,0.615741,1
568,'2024/04/16 10:32:43:858',3,0.157292,0.615741,1
569,'2024/04/16 10:32:43:878',3,0.157292,0.625926,1
570,'2024/04/16 10:32:43:878',3,0.158854,0.625926,1
571,'2024/04/16 10:32:43:898',3,0.158854,0.636111,1
572,'2024/04/16 10:32:43:898',3,0.160938,0.636111,1
573,'2024/04/16 10:32:43:918',3,0.160938,0.637963,1
574,'2024/04/16 10:32:43:918',3,0.161458,0.637963,1
575,'2024/04/16 10:32:43:938',3,0.161458,0.637963,1
576,'2024/04/16 10:32:43:938',3,0.161979,0.637963,1
577,'2024/04/16 10:32:43:958',3,0.161979,0.637963,1
578,'2024/04/16 10:32:43:958',3,0.161979,0.637963,1
579,'2024/04/16 10:32:43:998',3,0.161979,0.638889,1
580,'2024/04/16 10:32:43:998',3,0.161979,0.638889,1
581,'2024/04/16 10:32:44:018',3,0.161979,0.640741,1
582,'2024/04/16 10:32:44:018',3,0.163542,0.640741,1
583,'2024/04/16 10:32:44:038',3,0.163542,0.64537,1
584,'2024/04/16 10:32:44:038',3,0.164583,0.64537,1
585,'2024/04/16 10:32:44:058',3,0.164583,0.651852,1
586,'2024/04/16 10:32:44:058',3,0.166146,0.651852,1
587,'2024/04/16 10:32:44:078',3,0.166146,0.657407,1
588,'2024/04/16 10:32:44:078',3,0.166667,0.657407,1
589,'2024/04/16 10:32:44:098',3,0.166667,0.659259,1
590,'2024/04/16 10:32:44:098',3,0.167187,0.659259,1
591,'2024/04/16 10:32:44:118',3,0.167187,0.659259,1
592,'2024/04/16 10:32:44:118',3,0.167187,0.659259,1
593,'2024/04/16 10:32:44:138',3,0.167187,0.660185,1
594,'2024/04/16 10:32:44:138',3,0.167187,0.660185,1
595,'2024/04/16 10:32:44:158',3,0.167187,0.660185,1
596,'2024/04/16 10:32:44:158',3,0.167187,0.660185,1
597,'2024/04/16 10:32:44:238',3,0.167187,0.661111,1
598,'2024/04/16 10:32:44:238',3,0.167708,0.661111,1
599,'2024/04/16 10:32:44:258',3,0.167708,0.662037,1
600,'2024/04/16 10:32:44:258',3,0.167708,0.662037,1
601,'2024/04/16 10:32:44:378',3,0.167708,0.666667,1
602,'2024/04/16 10:32:44:378',3,0.167708,0.666667,1
603,'2024/04/16 10:32:49:018',4,0.180729,0.674074,2
604,'2024/04/16 10:32:49:018',4,0.179167,0.674074,2
605,'2024/04/16 10:32:49:038',4,0.179167,0.675,2
606,'2024/04/16 10:32:49:038',4,0.172396,0.675,2
607,'2024/04/16 10:32:49:058',4,0.172396,0.682407,2
608,'2024/04/16 10:32:49:058',4,0.158333,0.682407,2
609,'2024/04/16 10:32:49:078',4,0.158333,0.706481,2
610,'2024/04/16 10:32:49:078',4,0.127083,0.706481,2
611,'2024/04/16 10:32:49:098',4,0.127083,0.735185,2
612,'2024/04/16 10:32:49:098',4,0.102083,0.735185,2
613,'2024/04/16 10:32:49:118',4,0.102083,0.775926,2
614,'2024/04/16 10:32:49:118',4,0.079167,0.775926,2
615,'2024/04/16 10:32:49:138',4,0.079167,0.857407,2
616,'2024/04/16 10:32:49:138',4,0.055208,0.857407,2
617,'2024/04/16 10:32:49:158',4,0.055208,0.94537,2
618,'2024/04/16 10:32:49:158',4,0.046354,0.94537,2
619,'2024/04/16 10:32:49:178',4,0.046354,0.980556,2
620,'2024/04/16 10:32:49:178',4,0.046354,0.980556,2
621,'2024/04/16 10:32:49:198',4,0.046354,1,2
622,'2024/04/16 10:32:49:198',4,0.05,1,2
623,'2024/04/16 10:32:49:218',4,0.05,1,2
624,'2024/04/16 10:32:49:218',4,0.058333,1,2
625,'2024/04/16 10:32:49:238',4,0.058333,1,2
626,'2024/04/16 10:32:49:238',4,0.08125,1,2
627,'2024/04/16 10:32:49:258',4,0.08125,1,2
628,'2024/04/16 10:32:49:258',4,0.099479,1,2
629,'2024/04/16 10:32:49:278',4,0.099479,0.994444,2
630,'2024/04/16 10:32:49:278',4,0.138542,0.994444,2
631,'2024/04/16 10:32:49:298',4,0.138542,0.97037,2
632,'2024/04/16 10:32:49:298',4,0.167708,0.97037,2
633,'2024/04/16 10:32:49:318',4,0.167708,0.949074,2
634,'2024/04/16 10:32:49:318',4,0.185937,0.949074,2
635,'2024/04/16 10:32:49:338',4,0.185937,0.910185,2
636,'2024/04/16 10:32:49:338',4,0.211458,0.910185,2
637,'2024/04/16 10:32:49:358',4,0.211458,0.876852,2
638,'2024/04/16 10:32:49:358',4,0.222917,0.876852,2
639,'2024/04/16 10:32:49:378',4,0.222917,0.852778,2
640,'2024/04/16 10:32:49:378',4,0.225,0.852778,2
641,'2024/04/16 10:32:49:398',4,0.225,0.790741,2
642,'2024/04/16 10:32:49:398',4,0.221875,0.790741,2
643,'2024/04/16 10:32:49:418',4,0.221875,0.74537,2
644,'2024/04/16 10:32:49:418',4,0.210938,0.74537,2
645,'2024/04/16 10:32:49:438',4,0.210938,0.694444,2
646,'2024/04/16 10:32:49:438',4,0.19375,0.694444,2
647,'2024/04/16 10:32:49:458',4,0.19375,0.664815,2
648,'2024/04/16 10:32:49:458',4,0.178125,0.664815,2
649,'2024/04/16 10:32:49:478',4,0.178125,0.639815,2
650,'2024/04/16 10:32:49:478',4,0.154687,0.639815,2
651,'2024/04/16 10:32:49:498',4,0.154687,0.636111,2
652,'2024/04/16 10:32:49:498',4,0.139583,0.636111,2
653,'2024/04/16 10:32:49:518',4,0.139583,0.637037,2
654,'2024/04/16 10:32:49:518',4,0.125521,0.637037,2
655,'2024/04/16 10:32:49:538',4,0.125521,0.675,2
656,'2024/04/16 10:32:49:538',4,0.099479,0.675,2
657,'2024/04/16 10:32:49:558',4,0.099479,0.741667,2
658,'2024/04/16 10:32:49:558',4,0.081771,0.741667,2
659,'2024/04/16 10:32:49:578',4,0.081771,0.801852,2
660,'2024/04/16 10:32:49:578',4,0.076042,0.801852,2
661,'2024/04/16 10:32:49:598',4,0.076042,0.892593,2
662,'2024/04/16 10:32:49:598',4,0.076042,0.892593,2
663,'2024/04/16 10:32:49:618',4,0.076042,0.943519,2
664,'2024/04/16 10:32:49:618',4,0.086979,0.943519,2
665,'2024/04/16 10:32:49:638',4,0.086979,0.97037,2
666,'2024/04/16 10:32:49:638',4,0.098958,0.97037,2
667,'2024/04/16 10:32:49:658',4,0.098958,1,2
668,'2024/04/16 10:32:49:658',4,0.138542,1,2
669,'2024/04/16 10:32:49:678',4,0.138542,0.996296,2
670,'2024/04/16 10:32:49:678',4,0.185417,0.996296,2
671,'2024/04/16 10:32:49:698',4,0.185417,0.974074,2
672,'2024/04/16 10:32:49:698',4,0.216146,0.974074,2
673,'2024/04/16 10:32:49:718',4,0.216146,0.94537,2
674,'2024/04/16 10:32:49:718',4,0.239063,0.94537,2
675,'2024/04/16 10:32:49:738',4,0.239063,0.914815,2
676,'2024/04/16 10:32:49:738',4,0.253125,0.914815,2
677,'2024/04/16 10:32:49:759',4,0.253125,0.893519,2
678,'2024/04/16 10:32:49:759',4,0.25625,0.893519,2
679,'2024/04/16 10:32:49:778',4,0.25625,0.838889,2
680,'2024/04/16 10:32:49:778',4,0.25625,0.838889,2
681,'2024/04/16 10:32:49:798',4,0.25625,0.8,2
682,'2024/04/16 10:32:49:798',4,0.247917,0.8,2
683,'2024/04/16 10:32:49:818',4,0.247917,0.773148,2
684,'2024/04/16 10:32:49:818',4,0.238542,0.773148,2
685,'2024/04/16 10:32:49:838',4,0.238542,0.735185,2
686,'2024/04/16 10:32:49:838',4,0.217708,0.735185,2
687,'2024/04/16 10:32:49:858',4,0.217708,0.719444,2
688,'2024/04/16 10:32:49:858',4,0.185417,0.719444,2
689,'2024/04/16 10:32:49:878',4,0.185417,0.724074,2
690,'2024/04/16 10:32:49:878',4,0.163021,0.724074,2
691,'2024/04/16 10:32:49:898',4,0.163021,0.767593,2
692,'2024/04/16 10:32:49:898',4,0.124479,0.767593,2
693,'2024/04/16 10:32:49:918',4,0.124479,0.798148,2
694,'2024/04/16 10:32:49:918',4,0.109896,0.798148,2
695,'2024/04/16 10:32:49:938',4,0.109896,0.862963,2
696,'2024/04/16 10:32:49:938',4,0.093229,0.862963,2
697,'2024/04/16 10:32:49:958',4,0.093229,0.914815,2
698,'2024/04/16 10:32:49:958',4,0.092188,0.914815,2
699,'2024/04/16 10:32:49:978',4,0.092188,0.958333,2
700,'2024/04/16 10:32:49:978',4,0.102083,0.958333,2
701,'2024/04/16 10:32:49:998',4,0.102083,0.997222,2
702,'2024/04/16 10:32:49:998',4,0.122396,0.997222,2
703,'2024/04/16 10:32:50:018',4,0.122396,1,2
704,'2024/04/16 10:32:50:018',4,0.138542,1,2
705,'2024/04/16 10:32:50:038',4,0.138542,1,2
706,'2024/04/16 10:32:50:038',4,0.184896,1,2
707,'2024/04/16 10:32:50:058',4,0.184896,0.993519,2
708,'2024/04/16 10:32:50:058',4,0.217708,0.993519,2
709,'2024/04/16 10:32:50:078',4,0.217708,0.982407,2
710,'2024/04/16 10:32:50:078',4,0.236979,0.982407,2
711,'2024/04/16 10:32:50:098',4,0.236979,0.971296,2
712,'2024/04/16 10:32:50:098',4,0.251563,0.971296,2
713,'2024/04/16 10:32:50:118',4,0.251563,0.962963,2
714,'2024/04/16 10:32:50:118',4,0.257813,0.962963,2
715,'2024/04/16 10:32:50:138',4,0.257813,0.932407,2
716,'2024/04/16 10:32:50:138',4,0.263021,0.932407,2
717,'2024/04/16 10:32:50:158',4,0.263021,0.900926,2
718,'2024/04/16 10:32:50:158',4,0.261979,0.900926,2
719,'2024/04/16 10:32:50:178',4,0.261979,0.823148,2
720,'2024/04/16 10:32:50:178',4,0.24375,0.823148,2
721,'2024/04/16 10:32:50:198',4,0.24375,0.764815,2
722,'2024/04/16 10:32:50:198',4,0.225,0.764815,2
723,'2024/04/16 10:32:50:218',4,0.225,0.730556,2
724,'2024/04/16 10:32:50:218',4,0.210417,0.730556,2
725,'2024/04/16 10:32:50:238',4,0.210417,0.687037,2
726,'2024/04/16 10:32:50:238',4,0.183854,0.687037,2
727,'2024/04/16 10:32:50:258',4,0.183854,0.673148,2
728,'2024/04/16 10:32:50:258',4,0.150521,0.673148,2
729,'2024/04/16 10:32:50:278',4,0.150521,0.675,2
730,'2024/04/16 10:32:50:278',4,0.136979,0.675,2
731,'2024/04/16 10:32:50:298',4,0.136979,0.702778,2
732,'2024/04/16 10:32:50:298',4,0.107813,0.702778,2
733,'2024/04/16 10:32:50:318',4,0.107813,0.722222,2
734,'2024/04/16 10:32:50:318',4,0.098958,0.722222,2
735,'2024/04/16 10:32:50:338',4,0.098958,0.783333,2
736,'2024/04/16 10:32:50:338',4,0.083333,0.783333,2
737,'2024/04/16 10:32:50:358',4,0.083333,0.826852,2
738,'2024/04/16 10:32:50:358',4,0.080729,0.826852,2
739,'2024/04/16 10:32:50:378',4,0.080729,0.896296,2
740,'2024/04/16 10:32:50:378',4,0.086979,0.896296,2
741,'2024/04/16 10:32:50:398',4,0.086979,0.928704,2
742,'2024/04/16 10:32:50:398',4,0.096875,0.928704,2
743,'2024/04/16 10:32:50:418',4,0.096875,0.985185,2
744,'2024/04/16 10:32:50:418',4,0.129167,0.985185,2
745,'2024/04/16 10:32:50:438',4,0.129167,1,2
746,'2024/04/16 10:32:50:438',4,0.152083,1,2
747,'2024/04/16 10:32:50:458',4,0.152083,1,2
748,'2024/04/16 10:32:50:459',4,0.19375,1,2
749,'2024/04/16 10:32:50:478',4,0.19375,0.989815,2
750,'2024/04/16 10:32:50:478',4,0.216146,0.989815,2
751,'2024/04/16 10:32:50:498',4,0.216146,0.967593,2
752,'2024/04/16 10:32:50:498',4,0.25,0.967593,2
753,'2024/04/16 10:32:50:518',4,0.25,0.959259,2
754,'2024/04/16 10:32:50:518',4,0.259896,0.959259,2
755,'2024/04/16 10:32:50:538',4,0.259896,0.938889,2
756,'2024/04/16 10:32:50:538',4,0.271875,0.938889,2
757,'2024/04/16 10:32:50:558',4,0.271875,0.90463,2
758,'2024/04/16 10:32:50:558',4,0.273958,0.90463,2
759,'2024/04/16 10:32:50:578',4,0.273958,0.871296,2
760,'2024/04/16 10:32:50:578',4,0.270833,0.871296,2
761,'2024/04/16 10:32:50:598',4,0.270833,0.802778,2
762,'2024/04/16 10:32:50:598',4,0.252604,0.802778,2
763,'2024/04/16 10:32:50:618',4,0.252604,0.772222,2
764,'2024/04/16 10:32:50:618',4,0.240104,0.772222,2
765,'2024/04/16 10:32:50:638',4,0.240104,0.743519,2
766,'2024/04/16 10:32:50:638',4,0.222396,0.743519,2
767,'2024/04/16 10:32:50:658',4,0.222396,0.715741,2
768,'2024/04/16 10:32:50:658',4,0.1875,0.715741,2
769,'2024/04/16 10:32:50:678',4,0.1875,0.715741,2
770,'2024/04/16 10:32:50:678',4,0.153646,0.715741,2
771,'2024/04/16 10:32:50:698',4,0.153646,0.724074,2
772,'2024/04/16 10:32:50:698',4,0.139583,0.724074,2
773,'2024/04/16 10:32:50:718',4,0.139583,0.74537,2
774,'2024/04/16 10:32:50:718',4,0.122917,0.74537,2
775,'2024/04/16 10:32:50:738',4,0.122917,0.785185,2
776,'2024/04/16 10:32:50:738',4,0.108333,0.785185,2
777,'2024/04/16 10:32:50:758',4,0.108333,0.874074,2
778,'2024/04/16 10:32:50:758',4,0.103646,0.874074,2
779,'2024/04/16 10:32:50:778',4,0.103646,0.922222,2
780,'2024/04/16 10:32:50:778',4,0.108854,0.922222,2
781,'2024/04/16 10:32:50:798',4,0.108854,0.977778,2
782,'2024/04/16 10:32:50:798',4,0.125,0.977778,2
783,'2024/04/16 10:32:50:818',4,0.125,1,2
784,'2024/04/16 10:32:50:818',4,0.140625,1,2
785,'2024/04/16 10:32:50:838',4,0.140625,1,2
786,'2024/04/16 10:32:50:838',4,0.178125,1,2
787,'2024/04/16 10:32:50:858',4,0.178125,0.992593,2
788,'2024/04/16 10:32:50:858',4,0.209375,0.992593,2
789,'2024/04/16 10:32:50:878',4,0.209375,0.95463,2
790,'2024/04/16 10:32:50:878',4,0.247396,0.95463,2
791,'2024/04/16 10:32:50:898',4,0.247396,0.925,2
792,'2024/04/16 10:32:50:898',4,0.270312,0.925,2
793,'2024/04/16 10:32:50:918',4,0.270312,0.900926,2
794,'2024/04/16 10:32:50:918',4,0.285417,0.900926,2
795,'2024/04/16 10:32:50:938',4,0.285417,0.87037,2
796,'2024/04/16 10:32:50:938',4,0.297396,0.87037,2
797,'2024/04/16 10:32:50:958',4,0.297396,0.823148,2
798,'2024/04/16 10:32:50:958',4,0.299479,0.823148,2
799,'2024/04/16 10:32:50:978',4,0.299479,0.77963,2
800,'2024/04/16 10:32:50:978',4,0.291146,0.77963,2
801,'2024/04/16 10:32:50:998',4,0.291146,0.701852,2
802,'2024/04/16 10:32:50:998',4,0.260938,0.701852,2
803,'2024/04/16 10:32:51:018',4,0.260938,0.65463,2
804,'2024/04/16 10:32:51:018',4,0.233854,0.65463,2
805,'2024/04/16 10:32:51:038',4,0.233854,0.607407,2
806,'2024/04/16 10:32:51:038',4,0.191146,0.607407,2
807,'2024/04/16 10:32:51:058',4,0.191146,0.598148,2
808,'2024/04/16 10:32:51:059',4,0.173958,0.598148,2
809,'2024/04/16 10:32:51:078',4,0.173958,0.593518,2
810,'2024/04/16 10:32:51:078',4,0.146875,0.593518,2
811,'2024/04/16 10:32:51:098',4,0.146875,0.599074,2
812,'2024/04/16 10:32:51:098',4,0.134896,0.599074,2
813,'2024/04/16 10:32:51:118',4,0.134896,0.621296,2
814,'2024/04/16 10:32:51:118',4,0.122396,0.621296,2
815,'2024/04/16 10:32:51:138',4,0.122396,0.676852,2
816,'2024/04/16 10:32:51:138',4,0.109375,0.676852,2
817,'2024/04/16 10:32:51:158',4,0.109375,0.757407,2
818,'2024/04/16 10:32:51:158',4,0.099479,0.757407,2
819,'2024/04/16 10:32:51:178',4,0.099479,0.79537,2
820,'2024/04/16 10:32:51:178',4,0.098438,0.79537,2
821,'2024/04/16 10:32:51:198',4,0.098438,0.857407,2
822,'2024/04/16 10:32:51:198',4,0.100521,0.857407,2
823,'2024/04/16 10:32:51:218',4,0.100521,0.887037,2
824,'2024/04/16 10:32:51:218',4,0.108854,0.887037,2
825,'2024/04/16 10:32:51:238',4,0.108854,0.918519,2
826,'2024/04/16 10:32:51:238',4,0.128646,0.918519,2
827,'2024/04/16 10:32:51:258',4,0.128646,0.932407,2
828,'2024/04/16 10:32:51:258',4,0.153646,0.932407,2
829,'2024/04/16 10:32:51:278',4,0.153646,0.922222,2
830,'2024/04/16 10:32:51:278',4,0.194271,0.922222,2
831,'2024/04/16 10:32:51:298',4,0.194271,0.894444,2
832,'2024/04/16 10:32:51:298',4,0.222917,0.894444,2
833,'2024/04/16 10:32:51:318',4,0.222917,0.878704,2
834,'2024/04/16 10:32:51:318',4,0.236458,0.878704,2
835,'2024/04/16 10:32:51:338',4,0.236458,0.85463,2
836,'2024/04/16 10:32:51:338',4,0.250521,0.85463,2
837,'2024/04/16 10:32:51:358',4,0.250521,0.837963,2
838,'2024/04/16 10:32:51:358',4,0.254167,0.837963,2
839,'2024/04/16 10:32:51:378',4,0.254167,0.805556,2
840,'2024/04/16 10:32:51:378',4,0.251042,0.805556,2
841,'2024/04/16 10:32:51:398',4,0.251042,0.774074,2
842,'2024/04/16 10:32:51:398',4,0.239063,0.774074,2
843,'2024/04/16 10:32:51:418',4,0.239063,0.734259,2
844,'2024/04/16 10:32:51:418',4,0.219792,0.734259,2
845,'2024/04/16 10:32:51:438',4,0.219792,0.681481,2
846,'2024/04/16 10:32:51:438',4,0.182812,0.681481,2
847,'2024/04/16 10:32:51:458',4,0.182812,0.659259,2
848,'2024/04/16 10:32:51:458',4,0.154687,0.659259,2
849,'2024/04/16 10:32:51:478',4,0.154687,0.65463,2
850,'2024/04/16 10:32:51:478',4,0.135417,0.65463,2
851,'2024/04/16 10:32:51:498',4,0.135417,0.67037,2
852,'2024/04/16 10:32:51:498',4,0.107813,0.67037,2
853,'2024/04/16 10:32:51:518',4,0.107813,0.700926,2
854,'2024/04/16 10:32:51:518',4,0.096354,0.700926,2
855,'2024/04/16 10:32:51:538',4,0.096354,0.774074,2
856,'2024/04/16 10:32:51:538',4,0.091146,0.774074,2
857,'2024/04/16 10:32:51:558',4,0.091146,0.826852,2
858,'2024/04/16 10:32:51:558',4,0.091146,0.826852,2
859,'2024/04/16 10:32:51:578',4,0.091146,0.875926,2
860,'2024/04/16 10:32:51:578',4,0.098958,0.875926,2
861,'2024/04/16 10:32:51:598',4,0.098958,0.892593,2
862,'2024/04/16 10:32:51:598',4,0.103646,0.892593,2
863,'2024/04/16 10:32:51:618',4,0.103646,0.907407,2
864,'2024/04/16 10:32:51:618',4,0.1125,0.907407,2
865,'2024/04/16 10:32:51:638',4,0.1125,0.908333,2
866,'2024/04/16 10:32:51:638',4,0.118229,0.908333,2
